name,institution,email,paper_title,paper_url,synopsis,linkedin_url
Shubham Ugare,Meta,,RefineStat: Efficient Exploration for Probabilistic Program Synthesis,https://openreview.net/forum?id=SAl337ZX5d,"This research addresses the frequent semantic errors small language models produce when generating probabilistic programs, which often lead to statistically unreliable results. The authors introduce RefineStat, a framework that enforces strict distribution validity during generation and automatically refines models by resampling components based on Bayesian diagnostic checks. Their findings demonstrate that this method produces high-quality statistical code comparable to expensive closed-source large language models using only smaller, more affordable open-weight models. Consequently, this technology unlocks cost-effective automation for scientific model discovery and data analysis workflows where rigorous statistical correctness is essential.",https://www.linkedin.com/in/sdu96
Sasa Misailovic,"University of Illinois, Urbana Champaign",,RefineStat: Efficient Exploration for Probabilistic Program Synthesis,https://openreview.net/forum?id=SAl337ZX5d,"This research addresses the frequent semantic errors small language models produce when generating probabilistic programs, which often lead to statistically unreliable results. The authors introduce RefineStat, a framework that enforces strict distribution validity during generation and automatically refines models by resampling components based on Bayesian diagnostic checks. Their findings demonstrate that this method produces high-quality statistical code comparable to expensive closed-source large language models using only smaller, more affordable open-weight models. Consequently, this technology unlocks cost-effective automation for scientific model discovery and data analysis workflows where rigorous statistical correctness is essential.",https://www.linkedin.com/in/sasa-misailovic-281b334
Kieran Didi,NVIDIA,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Zuobai Zhang,Mila - Université de Montréal,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Guoqing Zhou,NVIDIA,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Danny Reidenbach,NVIDIA,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Danny Reidenbach,NVIDIA,,Exploring Synthesizable Chemical Space with Iterative Pathway Refinements,https://openreview.net/forum?id=aQKVfKOkR5,"Current molecular generative models often fail to produce designs that can actually be synthesized in a lab, which significantly limits their practical value in drug discovery. This research introduces ReaSyn, a framework that navigates synthesizable chemical space using unified bottom-up and top-down generation alongside holistic editing operations. Experimental results show the method achieves an 87.9% reconstruction rate for target molecules, significantly outperforming previous techniques while maintaining high diversity across the chemical space. By guaranteeing that generated candidates are synthesizable, this tool accelerates real-world applications like hit expansion and lead optimization, enabling faster development of viable drug candidates without wasting resources on impossible structures.",
Zhonglin Cao,NVIDIA,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Sooyoung Cha,Seoul National University,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Tomas Geffner,NVIDIA,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Christian Dallago,Duke University,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Jian Tang,HEC Montreal,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Michael M. Bronstein,Aithyra,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Michael M. Bronstein,Aithyra,,Planner Aware Path Learning in Diffusion Language Models Training,https://openreview.net/forum?id=lAlI5FuIf7,"Diffusion language models face a critical inefficiency where they are trained using uniform random sampling but deployed with strategic planners, creating a gap between how the model is taught and how it works. The authors address this by deriving a new training bound that incorporates planning strategies directly into the learning objective, resulting in a simple method called Planner Aware Path Learning. By aligning training dynamics with inference paths, PAPL delivers consistent performance boosts across protein design, text generation, and coding without requiring architectural changes. This breakthrough enables faster deployment of high-quality generative AI tools for vital industries like biotechnology and software development by eliminating the theoretical mismatch between training and use cases.",
Martin Steinegger,Seoul National University,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Emine Kucukbenli,NVIDIA,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Arash Vahdat,NVIDIA,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Arash Vahdat,NVIDIA,,Exploring Synthesizable Chemical Space with Iterative Pathway Refinements,https://openreview.net/forum?id=aQKVfKOkR5,"Current molecular generative models often fail to produce designs that can actually be synthesized in a lab, which significantly limits their practical value in drug discovery. This research introduces ReaSyn, a framework that navigates synthesizable chemical space using unified bottom-up and top-down generation alongside holistic editing operations. Experimental results show the method achieves an 87.9% reconstruction rate for target molecules, significantly outperforming previous techniques while maintaining high diversity across the chemical space. By guaranteeing that generated candidates are synthesizable, this tool accelerates real-world applications like hit expansion and lead optimization, enabling faster development of viable drug candidates without wasting resources on impossible structures.",
Karsten Kreis,NVIDIA,,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://openreview.net/forum?id=qmCpJtFZra,"This research addresses the computational bottleneck in protein binder design by unifying two distinct AI approaches—direct generative modeling and iterative sequence optimization—into a single comprehensive framework. The authors introduce Complexa, which leverages a newly created large-scale synthetic dataset to train a generative model that utilizes advanced inference-time compute to refine candidates for higher quality structures. Experimental results demonstrate that this system achieves state-of-the-art success rates for both protein and small molecule targets while outperforming existing methods under normalized compute budgets. Consequently, these advancements enable more efficient drug discovery pipelines by facilitating the rapid design of high-affinity binders for previously inaccessible biological targets without relying on extensive sequence re-design steps.",
Karsten Kreis,NVIDIA,,Exploring Synthesizable Chemical Space with Iterative Pathway Refinements,https://openreview.net/forum?id=aQKVfKOkR5,"Current molecular generative models often fail to produce designs that can actually be synthesized in a lab, which significantly limits their practical value in drug discovery. This research introduces ReaSyn, a framework that navigates synthesizable chemical space using unified bottom-up and top-down generation alongside holistic editing operations. Experimental results show the method achieves an 87.9% reconstruction rate for target molecules, significantly outperforming previous techniques while maintaining high diversity across the chemical space. By guaranteeing that generated candidates are synthesizable, this tool accelerates real-world applications like hit expansion and lead optimization, enabling faster development of viable drug candidates without wasting resources on impossible structures.",
Yidan Xu,University of Michigan - Ann Arbor,,Structured Flow Autoencoders: Learning Structured Probabilistic Representations with Flow Matching,https://openreview.net/forum?id=KYdfvF2SZN,"This paper addresses the critical gap between high-fidelity generative models and structured probabilistic models, which typically excel at either generation quality or latent representation learning but not both. The authors propose Structured Flow Autoencoders (SFA), a novel framework that combines flow matching with graphical models to explicitly learn conditional likelihoods and interpretable posterior distributions simultaneously. Experimental results demonstrate that SFA consistently outperforms traditional VAEs and standard flow methods in generation quality, sample diversity, and scalability across image, video, and biological data. This technology unlocks new possibilities for computational biology and scientific domains requiring both realistic data synthesis and low-dimensional, interpretable representations for downstream analysis and control.",
Yixin Wang,University of Michigan - Ann Arbor,,Structured Flow Autoencoders: Learning Structured Probabilistic Representations with Flow Matching,https://openreview.net/forum?id=KYdfvF2SZN,"This paper addresses the critical gap between high-fidelity generative models and structured probabilistic models, which typically excel at either generation quality or latent representation learning but not both. The authors propose Structured Flow Autoencoders (SFA), a novel framework that combines flow matching with graphical models to explicitly learn conditional likelihoods and interpretable posterior distributions simultaneously. Experimental results demonstrate that SFA consistently outperforms traditional VAEs and standard flow methods in generation quality, sample diversity, and scalability across image, video, and biological data. This technology unlocks new possibilities for computational biology and scientific domains requiring both realistic data synthesis and low-dimensional, interpretable representations for downstream analysis and control.",
XuanLong Nguyen,University of Michigan,,Structured Flow Autoencoders: Learning Structured Probabilistic Representations with Flow Matching,https://openreview.net/forum?id=KYdfvF2SZN,"This paper addresses the critical gap between high-fidelity generative models and structured probabilistic models, which typically excel at either generation quality or latent representation learning but not both. The authors propose Structured Flow Autoencoders (SFA), a novel framework that combines flow matching with graphical models to explicitly learn conditional likelihoods and interpretable posterior distributions simultaneously. Experimental results demonstrate that SFA consistently outperforms traditional VAEs and standard flow methods in generation quality, sample diversity, and scalability across image, video, and biological data. This technology unlocks new possibilities for computational biology and scientific domains requiring both realistic data synthesis and low-dimensional, interpretable representations for downstream analysis and control.",
Weiduo Liao,City University of Hong Kong,,Plug-and-Play Compositionality for Boosting Continual Learning with Foundation Models,https://openreview.net/forum?id=22hBwIf7OC,"This paper addresses the challenge of catastrophic forgetting in AI systems that struggle to learn new tasks without losing knowledge from previous ones. The authors propose CompSLOT, a plug-and-play framework that extracts meaningful visual concepts from images and trains classifiers to prioritize these shared concept combinations instead of relying solely on high-dimensional features. Experimental results show that this method significantly enhances performance across various foundation models while enabling better generalization to unseen object attributes. Ultimately, this research unlocks scalable applications for industries requiring continuous adaptation, such as autonomous driving or robotics, by offering a robust, method-agnostic module to improve existing continual learning pipelines.",
Ying Wei,Zhejiang University,,Plug-and-Play Compositionality for Boosting Continual Learning with Foundation Models,https://openreview.net/forum?id=22hBwIf7OC,"This paper addresses the challenge of catastrophic forgetting in AI systems that struggle to learn new tasks without losing knowledge from previous ones. The authors propose CompSLOT, a plug-and-play framework that extracts meaningful visual concepts from images and trains classifiers to prioritize these shared concept combinations instead of relying solely on high-dimensional features. Experimental results show that this method significantly enhances performance across various foundation models while enabling better generalization to unseen object attributes. Ultimately, this research unlocks scalable applications for industries requiring continuous adaptation, such as autonomous driving or robotics, by offering a robust, method-agnostic module to improve existing continual learning pipelines.",
Fei Han,The Hong Kong University of Science and Technology,,Plug-and-Play Compositionality for Boosting Continual Learning with Foundation Models,https://openreview.net/forum?id=22hBwIf7OC,"This paper addresses the challenge of catastrophic forgetting in AI systems that struggle to learn new tasks without losing knowledge from previous ones. The authors propose CompSLOT, a plug-and-play framework that extracts meaningful visual concepts from images and trains classifiers to prioritize these shared concept combinations instead of relying solely on high-dimensional features. Experimental results show that this method significantly enhances performance across various foundation models while enabling better generalization to unseen object attributes. Ultimately, this research unlocks scalable applications for industries requiring continuous adaptation, such as autonomous driving or robotics, by offering a robust, method-agnostic module to improve existing continual learning pipelines.",
Qingfu Zhang,City University of Hong Kong,,Plug-and-Play Compositionality for Boosting Continual Learning with Foundation Models,https://openreview.net/forum?id=22hBwIf7OC,"This paper addresses the challenge of catastrophic forgetting in AI systems that struggle to learn new tasks without losing knowledge from previous ones. The authors propose CompSLOT, a plug-and-play framework that extracts meaningful visual concepts from images and trains classifiers to prioritize these shared concept combinations instead of relying solely on high-dimensional features. Experimental results show that this method significantly enhances performance across various foundation models while enabling better generalization to unseen object attributes. Ultimately, this research unlocks scalable applications for industries requiring continuous adaptation, such as autonomous driving or robotics, by offering a robust, method-agnostic module to improve existing continual learning pipelines.",
Hisao Ishibuchi,Southern University of Science and Technology,,Plug-and-Play Compositionality for Boosting Continual Learning with Foundation Models,https://openreview.net/forum?id=22hBwIf7OC,"This paper addresses the challenge of catastrophic forgetting in AI systems that struggle to learn new tasks without losing knowledge from previous ones. The authors propose CompSLOT, a plug-and-play framework that extracts meaningful visual concepts from images and trains classifiers to prioritize these shared concept combinations instead of relying solely on high-dimensional features. Experimental results show that this method significantly enhances performance across various foundation models while enabling better generalization to unseen object attributes. Ultimately, this research unlocks scalable applications for industries requiring continuous adaptation, such as autonomous driving or robotics, by offering a robust, method-agnostic module to improve existing continual learning pipelines.",
Ritik Raina,State University of New York at Stony Brook,,Generating metamers of human scene understanding,https://openreview.net/forum?id=cSDXx8V6K9,"This paper addresses the challenge of generating visuals that align with how humans construct a coherent understanding of scenes by combining peripheral context with focused eye movements. The authors introduce MetamerGen, a latent diffusion model that integrates high-resolution fixation data with low-resolution peripheral blur to synthesize images indistinguishable from reality in human perception. Behavioral experiments validated that these generated metamers successfully mimic human scene understanding, identifying high-level semantic features as the strongest predictors of perceptual alignment. This framework enables gaze-adaptive rendering systems for virtual and augmented reality, allowing developers to optimize visual fidelity based on user attention patterns without breaking the illusion of presence.",
Abe Leite,State University of New York at Stony Brook,,Generating metamers of human scene understanding,https://openreview.net/forum?id=cSDXx8V6K9,"This paper addresses the challenge of generating visuals that align with how humans construct a coherent understanding of scenes by combining peripheral context with focused eye movements. The authors introduce MetamerGen, a latent diffusion model that integrates high-resolution fixation data with low-resolution peripheral blur to synthesize images indistinguishable from reality in human perception. Behavioral experiments validated that these generated metamers successfully mimic human scene understanding, identifying high-level semantic features as the strongest predictors of perceptual alignment. This framework enables gaze-adaptive rendering systems for virtual and augmented reality, allowing developers to optimize visual fidelity based on user attention patterns without breaking the illusion of presence.",
Alexandros Graikos,Stony Brook University,,Generating metamers of human scene understanding,https://openreview.net/forum?id=cSDXx8V6K9,"This paper addresses the challenge of generating visuals that align with how humans construct a coherent understanding of scenes by combining peripheral context with focused eye movements. The authors introduce MetamerGen, a latent diffusion model that integrates high-resolution fixation data with low-resolution peripheral blur to synthesize images indistinguishable from reality in human perception. Behavioral experiments validated that these generated metamers successfully mimic human scene understanding, identifying high-level semantic features as the strongest predictors of perceptual alignment. This framework enables gaze-adaptive rendering systems for virtual and augmented reality, allowing developers to optimize visual fidelity based on user attention patterns without breaking the illusion of presence.",
Seoyoung Ahn,"University of California, Berkeley",,Generating metamers of human scene understanding,https://openreview.net/forum?id=cSDXx8V6K9,"This paper addresses the challenge of generating visuals that align with how humans construct a coherent understanding of scenes by combining peripheral context with focused eye movements. The authors introduce MetamerGen, a latent diffusion model that integrates high-resolution fixation data with low-resolution peripheral blur to synthesize images indistinguishable from reality in human perception. Behavioral experiments validated that these generated metamers successfully mimic human scene understanding, identifying high-level semantic features as the strongest predictors of perceptual alignment. This framework enables gaze-adaptive rendering systems for virtual and augmented reality, allowing developers to optimize visual fidelity based on user attention patterns without breaking the illusion of presence.",
Dimitris Samaras,Stony Brook University,,Generating metamers of human scene understanding,https://openreview.net/forum?id=cSDXx8V6K9,"This paper addresses the challenge of generating visuals that align with how humans construct a coherent understanding of scenes by combining peripheral context with focused eye movements. The authors introduce MetamerGen, a latent diffusion model that integrates high-resolution fixation data with low-resolution peripheral blur to synthesize images indistinguishable from reality in human perception. Behavioral experiments validated that these generated metamers successfully mimic human scene understanding, identifying high-level semantic features as the strongest predictors of perceptual alignment. This framework enables gaze-adaptive rendering systems for virtual and augmented reality, allowing developers to optimize visual fidelity based on user attention patterns without breaking the illusion of presence.",
Greg Zelinsky,State University of New York at Stony Brook,,Generating metamers of human scene understanding,https://openreview.net/forum?id=cSDXx8V6K9,"This paper addresses the challenge of generating visuals that align with how humans construct a coherent understanding of scenes by combining peripheral context with focused eye movements. The authors introduce MetamerGen, a latent diffusion model that integrates high-resolution fixation data with low-resolution peripheral blur to synthesize images indistinguishable from reality in human perception. Behavioral experiments validated that these generated metamers successfully mimic human scene understanding, identifying high-level semantic features as the strongest predictors of perceptual alignment. This framework enables gaze-adaptive rendering systems for virtual and augmented reality, allowing developers to optimize visual fidelity based on user attention patterns without breaking the illusion of presence.",
Le-Trung Nguyen,Télécom Paris,,Efficient Resource-Constrained Training of Transformers via Subspace Optimization,https://openreview.net/forum?id=0nvQ5kHXf4,"This paper addresses the significant memory and energy limitations that currently prevent large transformer models from being trained directly on resource-constrained edge devices. The researchers propose Weight-Activation Subspace Iteration (W ASI), a technique that compresses both model weights and activation maps into a stable low-rank subspace during fine-tuning to mitigate these bottlenecks. Results indicate that this method reduces memory consumption by up to 62 times and computational costs by 2 times while maintaining accuracy comparable to standard training. Ultimately, W ASI enables the practical deployment of vision transformers on edge hardware like Raspberry Pi, advancing privacy-focused AI applications with drastically lower energy requirements.",
Enzo Tartaglione,Télécom Paris,,Efficient Resource-Constrained Training of Transformers via Subspace Optimization,https://openreview.net/forum?id=0nvQ5kHXf4,"This paper addresses the significant memory and energy limitations that currently prevent large transformer models from being trained directly on resource-constrained edge devices. The researchers propose Weight-Activation Subspace Iteration (W ASI), a technique that compresses both model weights and activation maps into a stable low-rank subspace during fine-tuning to mitigate these bottlenecks. Results indicate that this method reduces memory consumption by up to 62 times and computational costs by 2 times while maintaining accuracy comparable to standard training. Ultimately, W ASI enables the practical deployment of vision transformers on edge hardware like Raspberry Pi, advancing privacy-focused AI applications with drastically lower energy requirements.",
Van-Tam Nguyen,Télécom Paris,,Efficient Resource-Constrained Training of Transformers via Subspace Optimization,https://openreview.net/forum?id=0nvQ5kHXf4,"This paper addresses the significant memory and energy limitations that currently prevent large transformer models from being trained directly on resource-constrained edge devices. The researchers propose Weight-Activation Subspace Iteration (W ASI), a technique that compresses both model weights and activation maps into a stable low-rank subspace during fine-tuning to mitigate these bottlenecks. Results indicate that this method reduces memory consumption by up to 62 times and computational costs by 2 times while maintaining accuracy comparable to standard training. Ultimately, W ASI enables the practical deployment of vision transformers on edge hardware like Raspberry Pi, advancing privacy-focused AI applications with drastically lower energy requirements.",
Haobin Li,"School of Software Engineering, Sichuan University, Sichuan University",,Learning with Dual-level Noisy Correspondence for Multi-modal Entity Alignment,https://openreview.net/forum?id=mytIKuRsSE,"This research tackles a critical flaw in existing multi-modal knowledge graph systems where manual annotations often contain errors, leading to inaccurate entity alignments. The authors introduce RULE, a new framework that estimates the reliability of data connections and filters out noisy information both within entities and across different data sources. Through extensive testing on five benchmarks, the method proves significantly more robust than seven competing state-of-the-art approaches, achieving higher accuracy despite imperfect training data. Ultimately, this technology enables more reliable data integration for industries relying on cross-source information, such as search engines and recommendation platforms that must handle real-world data inconsistencies.",
Yijie Lin,Sichuan University,,Learning with Dual-level Noisy Correspondence for Multi-modal Entity Alignment,https://openreview.net/forum?id=mytIKuRsSE,"This research tackles a critical flaw in existing multi-modal knowledge graph systems where manual annotations often contain errors, leading to inaccurate entity alignments. The authors introduce RULE, a new framework that estimates the reliability of data connections and filters out noisy information both within entities and across different data sources. Through extensive testing on five benchmarks, the method proves significantly more robust than seven competing state-of-the-art approaches, achieving higher accuracy despite imperfect training data. Ultimately, this technology enables more reliable data integration for industries relying on cross-source information, such as search engines and recommendation platforms that must handle real-world data inconsistencies.",
Yijie Lin,Sichuan University,,Uncover Underlying Correspondence for Robust Multi-view Clustering,https://openreview.net/forum?id=a4S1nQay3b,"This paper addresses the critical issue of noisy data pairs that disrupt multi-view clustering by treating samples from the same category as mismatched. The researchers propose CorreGen, a generative framework that uses an Expectation-Maximization algorithm to mathematically infer true correspondences and filter out unreliable connections without needing costly manual cleaning. Their approach significantly boosts clustering performance on web-scraped datasets with up to 10% accuracy improvement over previous methods in high-noise scenarios. This technology enables more robust analytics for industries relying on imperfect cross-modal data, such as automated image-text search and surveillance systems where perfect alignment is unfeasible.",
Peng Hu,Sichuan University,,Learning with Dual-level Noisy Correspondence for Multi-modal Entity Alignment,https://openreview.net/forum?id=mytIKuRsSE,"This research tackles a critical flaw in existing multi-modal knowledge graph systems where manual annotations often contain errors, leading to inaccurate entity alignments. The authors introduce RULE, a new framework that estimates the reliability of data connections and filters out noisy information both within entities and across different data sources. Through extensive testing on five benchmarks, the method proves significantly more robust than seven competing state-of-the-art approaches, achieving higher accuracy despite imperfect training data. Ultimately, this technology enables more reliable data integration for industries relying on cross-source information, such as search engines and recommendation platforms that must handle real-world data inconsistencies.",
Peng Hu,Sichuan University,,Uncover Underlying Correspondence for Robust Multi-view Clustering,https://openreview.net/forum?id=a4S1nQay3b,"This paper addresses the critical issue of noisy data pairs that disrupt multi-view clustering by treating samples from the same category as mismatched. The researchers propose CorreGen, a generative framework that uses an Expectation-Maximization algorithm to mathematically infer true correspondences and filter out unreliable connections without needing costly manual cleaning. Their approach significantly boosts clustering performance on web-scraped datasets with up to 10% accuracy improvement over previous methods in high-noise scenarios. This technology enables more robust analytics for industries relying on imperfect cross-modal data, such as automated image-text search and surveillance systems where perfect alignment is unfeasible.",
Mouxing Yang,Sichuan University,,Learning with Dual-level Noisy Correspondence for Multi-modal Entity Alignment,https://openreview.net/forum?id=mytIKuRsSE,"This research tackles a critical flaw in existing multi-modal knowledge graph systems where manual annotations often contain errors, leading to inaccurate entity alignments. The authors introduce RULE, a new framework that estimates the reliability of data connections and filters out noisy information both within entities and across different data sources. Through extensive testing on five benchmarks, the method proves significantly more robust than seven competing state-of-the-art approaches, achieving higher accuracy despite imperfect training data. Ultimately, this technology enables more reliable data integration for industries relying on cross-source information, such as search engines and recommendation platforms that must handle real-world data inconsistencies.",
Mouxing Yang,Sichuan University,,Uncover Underlying Correspondence for Robust Multi-view Clustering,https://openreview.net/forum?id=a4S1nQay3b,"This paper addresses the critical issue of noisy data pairs that disrupt multi-view clustering by treating samples from the same category as mismatched. The researchers propose CorreGen, a generative framework that uses an Expectation-Maximization algorithm to mathematically infer true correspondences and filter out unreliable connections without needing costly manual cleaning. Their approach significantly boosts clustering performance on web-scraped datasets with up to 10% accuracy improvement over previous methods in high-noise scenarios. This technology enables more robust analytics for industries relying on imperfect cross-modal data, such as automated image-text search and surveillance systems where perfect alignment is unfeasible.",
